Config file: int value for RUNS_COUNT not found!
Application started: 00:38:31 2020/12/24
Initializing the simulation..
Activating generators...
Running the simulation, please wait.
Patient moved to intensive care unit successfully, patient: 11988
Patient died in queue, patient: 11998
Patient died in queue, patient: 11999
Patient died in queue, patient: 12000
Patient died in queue, patient: 12001
Added patient to queue, patient: 12012
Added patient to queue, patient: 12013
Added patient to queue, patient: 12014
Trying to move to intensive care unit..., patient: 11981
Trying to move to intensive care unit..., patient: 11860
Trying to move to intensive care unit..., patient: 11968
DailyProbability time: 1409.0
Patient moved to intensive care unit successfully, patient: 11981
Patient died in queue, patient: 12003
Patient died in queue, patient: 12004
Patient died in queue, patient: 12005
Patient died in basic care... (no free bed in intensive care unit), patient: 11860
Patient died in basic care... (no free bed in intensive care unit), patient: 11968
Patient is healthy, patient: 11940
Added patient to queue, patient: 12015
Added patient to queue, patient: 12016
Added patient to queue, patient: 12017
Added patient to queue, patient: 12018
Added patient to queue, patient: 12019
Added patient to queue, patient: 12020
Trying to move to intensive care unit..., patient: 12009
Trying to move to intensive care unit..., patient: 11996
DailyProbability time: 1410.0
Patient died in basic care... (no free bed in intensive care unit), patient: 12009
Patient died in queue, patient: 12010
Patient died in queue, patient: 12011
Patient died in basic care... (no free bed in intensive care unit), patient: 11996
Patient died on basic care, patient: 12002
Trying to move to basic care unit..., patient: 11987
Added patient to queue, patient: 12021
Trying to move to basic care unit..., patient: 11988
Added patient to queue, patient: 12022
Trying to move to basic care unit..., patient: 11897
Trying to move to intensive care unit..., patient: 12013
DailyProbability time: 1411.0
Patient died in basic care... (no free bed in intensive care unit), patient: 12013
Patient moved back to basic care, patient: 11987
Added patient to queue, patient: 12023
Added patient to queue, patient: 12024
Added patient to queue, patient: 12025
Added patient to queue, patient: 12026
Added patient to queue, patient: 12027
Added patient to queue, patient: 12028
Added patient to queue, patient: 12029
Trying to move to basic care unit..., patient: 11981
Trying to move to intensive care unit..., patient: 11986
DailyProbability time: 1412.0
Patient moved to intensive care unit successfully, patient: 11986
Patient moved back to basic care, patient: 11988
Added patient to queue, patient: 12030
Trying to move to basic care unit..., patient: 11966
Added patient to queue, patient: 12031
Added patient to queue, patient: 12032
Added patient to queue, patient: 12033
Added patient to queue, patient: 12034
Added patient to queue, patient: 12035
Added patient to queue, patient: 12036
Added patient to queue, patient: 12037
Added patient to queue, patient: 12038
DailyProbability time: 1413.0
Added patient to queue, patient: 12039
Patient is healthy, patient: 11997
Patient moved back to basic care, patient: 11897
Added patient to queue, patient: 12040
Trying to move to basic care unit..., patient: 11986
Added patient to queue, patient: 12041
Added patient to queue, patient: 12042
Added patient to queue, patient: 12043
Patient is healthy, patient: 11985
Patient moved back to basic care, patient: 11981
Trying to move to intensive care unit..., patient: 12012
DailyProbability time: 1414.0
Patient moved to intensive care unit successfully, patient: 12012
Patient moved back to basic care, patient: 11966
Added patient to queue, patient: 12044
Patient is healthy, patient: 11948
Patient moved back to basic care, patient: 11986
Added patient to queue, patient: 12045
Added patient to queue, patient: 12046
Added patient to queue, patient: 12047
Trying to move to intensive care unit..., patient: 12006
Trying to move to intensive care unit..., patient: 12008
DailyProbability time: 1415.0
Patient moved to intensive care unit successfully, patient: 12006
Patient died in queue, patient: 12015
Patient died in queue, patient: 12016
Patient died in queue, patient: 12017
Patient died in queue, patient: 12018
Patient died in queue, patient: 12019
Patient died in queue, patient: 12020
Patient died in queue, patient: 12021
Patient died in queue, patient: 12022
Patient died in queue, patient: 12023
Patient died in queue, patient: 12024
Patient died in queue, patient: 12025
Patient died in queue, patient: 12026
Patient died in queue, patient: 12027
Patient died in queue, patient: 12028
Patient died in queue, patient: 12029
Patient died in queue, patient: 12030
Patient died in queue, patient: 12031
Patient died in queue, patient: 12032
Patient died in queue, patient: 12033
Patient died in queue, patient: 12034
Patient died in queue, patient: 12035
Patient died in queue, patient: 12036
Patient died in queue, patient: 12037
Patient died in queue, patient: 12038
Patient moved to intensive care unit successfully, patient: 12008
Added patient to queue, patient: 12048
Trying to move to basic care unit..., patient: 12008
Patient is healthy, patient: 12007
Patient moved back to basic care, patient: 12008
Added patient to queue, patient: 12049
Trying to move to intensive care unit..., patient: 11966
Trying to move to intensive care unit..., patient: 11981
Trying to move to intensive care unit..., patient: 11986
DailyProbability time: 1416.0
Patient moved to intensive care unit successfully, patient: 11966
Patient died in queue, patient: 12041
Patient died in queue, patient: 12042
Patient died in queue, patient: 12043
Patient moved to intensive care unit successfully, patient: 11981
Patient moved to intensive care unit successfully, patient: 11986
Trying to move to basic care unit..., patient: 11966
Patient is healthy, patient: 12014
Patient moved back to basic care, patient: 11966
Added patient to queue, patient: 12050
Added patient to queue, patient: 12051
Trying to move to basic care unit..., patient: 12006
Added patient to queue, patient: 12052
Added patient to queue, patient: 12053
Trying to move to intensive care unit..., patient: 11987
Trying to move to intensive care unit..., patient: 12045
Trying to move to intensive care unit..., patient: 12046
DailyProbability time: 1417.0
Patient moved to intensive care unit successfully, patient: 11987
Patient moved back to basic care, patient: 12006
Patient died in basic care... (no free bed in intensive care unit), patient: 12045
Patient died in queue, patient: 12047
Patient died in basic care... (no free bed in intensive care unit), patient: 12046
Added patient to queue, patient: 12054
Added patient to queue, patient: 12055
Trying to move to basic care unit..., patient: 11981
Added patient to queue, patient: 12056
Added patient to queue, patient: 12057
Trying to move to basic care unit..., patient: 12012
Added patient to queue, patient: 12058
Trying to move to basic care unit..., patient: 11987
Added patient to queue, patient: 12059
Added patient to queue, patient: 12060
Trying to move to intensive care unit..., patient: 12006
DailyProbability time: 1418.0
Patient moved to intensive care unit successfully, patient: 12006
Patient moved back to basic care, patient: 11981
Patient is healthy, patient: 11988
Patient moved back to basic care, patient: 12012
Added patient to queue, patient: 12061
Added patient to queue, patient: 12062
Added patient to queue, patient: 12063
Trying to move to intensive care unit..., patient: 11897
DailyProbability time: 1419.0
Patient moved to intensive care unit successfully, patient: 11897
Patient moved back to basic care, patient: 11987
Trying to move to basic care unit..., patient: 11897
Added patient to queue, patient: 12064
Added patient to queue, patient: 12065
Added patient to queue, patient: 12066
Added patient to queue, patient: 12067
Trying to move to intensive care unit..., patient: 12012
Trying to move to intensive care unit..., patient: 12008
DailyProbability time: 1420.0
Patient moved to intensive care unit successfully, patient: 12012
Patient moved back to basic care, patient: 11897
Patient moved to intensive care unit successfully, patient: 12008
Patient died in queue, patient: 12050
Patient died in queue, patient: 12051
Patient died in queue, patient: 12052
